uid,iid,rui
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'6044a6537a269f9e3c7237915f51157dd1b2cf528c189c5a2c219f83259eb594',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.7
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'765097265d68a08e41d7bc0b112b874974d73d622c09f3081aa013cb96bfa5f3',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'76d3b4527a4dbc3cb9e9e749348694a60890e0ebdbb8ee69c9fb342637ad8c16',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'8118e13eb2b4595f304db3a04b2923e535265cbefc0c63121174d3fb3b76ddb4',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',0.7
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'bc1e4b5439349a9b19a5202cfd843b47d66a4ab2db581880671aa8ea5c06c79a',0.7
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'cad54cf728084c29159e6de13e7e4f5840d624786cc00d04e7c4aa094ad4a4bc',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'f495d08f788d46a2356f45426923192846caa0ea6b94f1400c1a9bbee814c7e5',0.7
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'044778464e4105a3362c9125f5055bb28f69ab27108ff24a94ab037df4411279',0.3
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'25e3ee58635e408287555b87cd6782c08da450e34215b45e978fd6590b718c1c',0.7
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'2ecd8059d1fcc4fbc5c77d84975e893ed37c177461be6a954c54e927e8622ff3',0.7
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'578596b69ebf2a4d843e5964c9da7e03c9aedf6842c7d9c926ea1d25e6a524c6',1.0
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'6080bf87af2b2061910435588058862b104486d0967075d46b7b72110d520cf0',0.7
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'765097265d68a08e41d7bc0b112b874974d73d622c09f3081aa013cb96bfa5f3',0.3
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'76d3b4527a4dbc3cb9e9e749348694a60890e0ebdbb8ee69c9fb342637ad8c16',0.6
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'aebd45c6be353fc7c4a85693a6b947f7aedbf2bf2b811f9b3e16f7a9002e11e4',0.6
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.3
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'b3a5c7c4e22068066e9d95e2c3df8723b7c2100c4864574831019688ffbab145',0.3
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.3
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'bc1e4b5439349a9b19a5202cfd843b47d66a4ab2db581880671aa8ea5c06c79a',0.6
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',0.3
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.3
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'e913c0cdbed32d60ce7e7b9fa225bb5655a0c2037733d82159ee49139daf30ab',0.7
b'c2c28225811bc6181b9b5e2ae68c2784e20c6504d31dd25e56164e1f34fbce08',b'f835d9f0a999484f0a988cd86672317bb159cfd8c6a93aad0ea556ff83c46fb6',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'17cd52f27d74444ba4804d020446eb3895b5ab2f67c754395f706bddc97cb859',0.6
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'30cda95db0bcf0c657900ac182173ec22ce3906c881de8b3c4cc603b436d2191',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'34693b2c53fac741717c7eeb8b95aa21143bd3aac6cc7fa437df3eac21f3f1d4',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'3b892cc2bebfbbe42bcdfacb3cf2c3e1365bf6b551bb6c9a40ffc39d680afe86',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'529ea336c479c49f83c8e3bab0b34c6ef22e8ec35013faa1435283e0c728223c',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'6044a6537a269f9e3c7237915f51157dd1b2cf528c189c5a2c219f83259eb594',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'6080bf87af2b2061910435588058862b104486d0967075d46b7b72110d520cf0',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'89a2a250c4fc378537e493e8cfa8e2e67ec7b4bff52dcc693c6a2afdb7f69b9f',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'9ed0340d34ef514f3776d02ecfbaa5b380f79b5024e1e32cb93d407229746343',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.3
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'bc1e4b5439349a9b19a5202cfd843b47d66a4ab2db581880671aa8ea5c06c79a',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'be30db6a86422aa22b6b0253eee5d26d544c61c4d80884cb9c8846b34b79867f',1.0
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'cad54cf728084c29159e6de13e7e4f5840d624786cc00d04e7c4aa094ad4a4bc',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',1.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'e29a99a4a3503f1fe66744a09773414c19b5e83a0b39b22c36e4bfc95aa154de',0.7
b'cb25cadca973c93a97c7a23e3a87eee5b5b1332e606df624223b2cb833b50b13',b'f495d08f788d46a2356f45426923192846caa0ea6b94f1400c1a9bbee814c7e5',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'30cda95db0bcf0c657900ac182173ec22ce3906c881de8b3c4cc603b436d2191',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'3d4632a10e4a3127a8dda058f55a086ec88b91d02e15e84e5a3c9fc5de1d6a76',0.3
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'3dda610311b9750f78878d68ad9a8aa12e4f88f93cdae82b771c4199dc690187',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'529ea336c479c49f83c8e3bab0b34c6ef22e8ec35013faa1435283e0c728223c',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'5580a047302dbddeec982629951012e0c3b81088a9042571c3c63d606ca22a6e',0.3
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'578596b69ebf2a4d843e5964c9da7e03c9aedf6842c7d9c926ea1d25e6a524c6',0.3
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'6044a6537a269f9e3c7237915f51157dd1b2cf528c189c5a2c219f83259eb594',0.3
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'6080bf87af2b2061910435588058862b104486d0967075d46b7b72110d520cf0',0.3
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'8118e13eb2b4595f304db3a04b2923e535265cbefc0c63121174d3fb3b76ddb4',0.3
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'abc02fc11520c7de51037ca3b11b004f1ab2ab010b5084888f6011c94114c81d',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'b3a5c7c4e22068066e9d95e2c3df8723b7c2100c4864574831019688ffbab145',1.2999999999999998
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'c0d3c66b08b45c28dab0d9fa72dc2ce508a18ffaae40fea997f40e2738a2786a',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'cad54cf728084c29159e6de13e7e4f5840d624786cc00d04e7c4aa094ad4a4bc',0.3
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',1.4
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'e913c0cdbed32d60ce7e7b9fa225bb5655a0c2037733d82159ee49139daf30ab',0.7
b'cb779fc78b1a0fae5c2af78cdbf2ea75b7f28a571ee7e06ccd745dd41f00b421',b'eca85e87cd4ef5e8ed5fece1173c3d9a1a1f131222ffa1f118e41ed29c6abc62',0.3
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'2ecd8059d1fcc4fbc5c77d84975e893ed37c177461be6a954c54e927e8622ff3',1.0
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'37a5821f758f4f076f73381cdc210eb7302f75670dd3fe77a96894b0280f307e',0.3
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.6
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'40d20375505baf91da5307b07ea58f76aa7757d35cec37ee229768df0f0e9088',0.3
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.7
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'578596b69ebf2a4d843e5964c9da7e03c9aedf6842c7d9c926ea1d25e6a524c6',1.7
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'66c4ca97d91e89fd94ae1636b8ef0d198b745f31a8da48ce91c6eb980f7f43d7',1.0
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.7
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'765097265d68a08e41d7bc0b112b874974d73d622c09f3081aa013cb96bfa5f3',0.7
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',1.0
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',0.7
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'aebd45c6be353fc7c4a85693a6b947f7aedbf2bf2b811f9b3e16f7a9002e11e4',0.3
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.7
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',0.3
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',0.7
b'cbd56d55a4c8b2412eeabe8fc0d7ca66fd16419f92563c5269efbe14919cb5e2',b'f4ed7968d5e346cf43c8dcb25cbc42827718e4a0e79843e52777ebc921f1fae9',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'25e3ee58635e408287555b87cd6782c08da450e34215b45e978fd6590b718c1c',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'34693b2c53fac741717c7eeb8b95aa21143bd3aac6cc7fa437df3eac21f3f1d4',0.3
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'3b892cc2bebfbbe42bcdfacb3cf2c3e1365bf6b551bb6c9a40ffc39d680afe86',1.0
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'3d4632a10e4a3127a8dda058f55a086ec88b91d02e15e84e5a3c9fc5de1d6a76',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'6080bf87af2b2061910435588058862b104486d0967075d46b7b72110d520cf0',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'66c4ca97d91e89fd94ae1636b8ef0d198b745f31a8da48ce91c6eb980f7f43d7',0.3
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'765097265d68a08e41d7bc0b112b874974d73d622c09f3081aa013cb96bfa5f3',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'9ed0340d34ef514f3776d02ecfbaa5b380f79b5024e1e32cb93d407229746343',0.7
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.6
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',0.3
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'cad54cf728084c29159e6de13e7e4f5840d624786cc00d04e7c4aa094ad4a4bc',1.4
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.3
b'd87d123e85a684348ede24be2ffee487dd640c4f131702019233d4ba491dd7fd',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',1.0
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'044778464e4105a3362c9125f5055bb28f69ab27108ff24a94ab037df4411279',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'3b892cc2bebfbbe42bcdfacb3cf2c3e1365bf6b551bb6c9a40ffc39d680afe86',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'3dda610311b9750f78878d68ad9a8aa12e4f88f93cdae82b771c4199dc690187',0.7
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'578596b69ebf2a4d843e5964c9da7e03c9aedf6842c7d9c926ea1d25e6a524c6',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'6044a6537a269f9e3c7237915f51157dd1b2cf528c189c5a2c219f83259eb594',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.6
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'76d3b4527a4dbc3cb9e9e749348694a60890e0ebdbb8ee69c9fb342637ad8c16',0.7
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',0.7
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'abc02fc11520c7de51037ca3b11b004f1ab2ab010b5084888f6011c94114c81d',0.6
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'be30db6a86422aa22b6b0253eee5d26d544c61c4d80884cb9c8846b34b79867f',0.7
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'c0d3c66b08b45c28dab0d9fa72dc2ce508a18ffaae40fea997f40e2738a2786a',0.7
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'c259efabc5c696bb45b1923fb302fe7d5a1e69ff3251ec5cedba8c5691fc9932',1.0
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',0.7
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'cdc825cdaaa7d9476655fc8b50c4b83e20d72c5aaae92d35991dfe2d9ddd23b3',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',1.0
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'f495d08f788d46a2356f45426923192846caa0ea6b94f1400c1a9bbee814c7e5',0.3
b'e9036325f3cd83d668a4e5eb95e3ded96c7216d423f2498b2d44d611377b1ba4',b'f835d9f0a999484f0a988cd86672317bb159cfd8c6a93aad0ea556ff83c46fb6',0.3
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'17cd52f27d74444ba4804d020446eb3895b5ab2f67c754395f706bddc97cb859',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'25e3ee58635e408287555b87cd6782c08da450e34215b45e978fd6590b718c1c',0.3
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'30cda95db0bcf0c657900ac182173ec22ce3906c881de8b3c4cc603b436d2191',0.3
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'37a5821f758f4f076f73381cdc210eb7302f75670dd3fe77a96894b0280f307e',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'3d4632a10e4a3127a8dda058f55a086ec88b91d02e15e84e5a3c9fc5de1d6a76',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'3dda610311b9750f78878d68ad9a8aa12e4f88f93cdae82b771c4199dc690187',0.3
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.6
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'765097265d68a08e41d7bc0b112b874974d73d622c09f3081aa013cb96bfa5f3',0.3
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',0.3
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'9ed0340d34ef514f3776d02ecfbaa5b380f79b5024e1e32cb93d407229746343',1.0
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'aebd45c6be353fc7c4a85693a6b947f7aedbf2bf2b811f9b3e16f7a9002e11e4',0.3
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'e913c0cdbed32d60ce7e7b9fa225bb5655a0c2037733d82159ee49139daf30ab',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'eca85e87cd4ef5e8ed5fece1173c3d9a1a1f131222ffa1f118e41ed29c6abc62',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'f4ed7968d5e346cf43c8dcb25cbc42827718e4a0e79843e52777ebc921f1fae9',0.7
b'f3bfede2b39e2cc387fdc7a096807202b7e7c0272dfe793f9bf823f9f61f1b9e',b'f835d9f0a999484f0a988cd86672317bb159cfd8c6a93aad0ea556ff83c46fb6',0.7
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'131d9a80aefc55e61afbfe7e69dd4619dc8e71f9df379d2f0f8ac47d9edaa375',0.7
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'34693b2c53fac741717c7eeb8b95aa21143bd3aac6cc7fa437df3eac21f3f1d4',0.7
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.7
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'66c4ca97d91e89fd94ae1636b8ef0d198b745f31a8da48ce91c6eb980f7f43d7',0.3
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.3
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'765097265d68a08e41d7bc0b112b874974d73d622c09f3081aa013cb96bfa5f3',0.3
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'76d3b4527a4dbc3cb9e9e749348694a60890e0ebdbb8ee69c9fb342637ad8c16',0.3
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'8118e13eb2b4595f304db3a04b2923e535265cbefc0c63121174d3fb3b76ddb4',0.3
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',0.3
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'cad54cf728084c29159e6de13e7e4f5840d624786cc00d04e7c4aa094ad4a4bc',0.7
b'f76e7194d132d9618ae4dab4cb2dbc85b0cf2132efbb90726ed128b2cf557c3d',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.3
