uid,iid,rui
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'3d4632a10e4a3127a8dda058f55a086ec88b91d02e15e84e5a3c9fc5de1d6a76',1.4
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.7
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.7
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.3
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'578596b69ebf2a4d843e5964c9da7e03c9aedf6842c7d9c926ea1d25e6a524c6',1.2999999999999998
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.7
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',0.3
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'9ed0340d34ef514f3776d02ecfbaa5b380f79b5024e1e32cb93d407229746343',1.0
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.3
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'bc1e4b5439349a9b19a5202cfd843b47d66a4ab2db581880671aa8ea5c06c79a',0.3
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'c259efabc5c696bb45b1923fb302fe7d5a1e69ff3251ec5cedba8c5691fc9932',0.3
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',0.6
b'8d0d72cf979eca6c5af2c9e88e0ca4f718ed2dc948537c08c760b0dec52b23dc',b'e29a99a4a3503f1fe66744a09773414c19b5e83a0b39b22c36e4bfc95aa154de',1.0
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'25e3ee58635e408287555b87cd6782c08da450e34215b45e978fd6590b718c1c',1.7
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'30cda95db0bcf0c657900ac182173ec22ce3906c881de8b3c4cc603b436d2191',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'37a5821f758f4f076f73381cdc210eb7302f75670dd3fe77a96894b0280f307e',0.7
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'40d20375505baf91da5307b07ea58f76aa7757d35cec37ee229768df0f0e9088',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'578596b69ebf2a4d843e5964c9da7e03c9aedf6842c7d9c926ea1d25e6a524c6',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'9ed0340d34ef514f3776d02ecfbaa5b380f79b5024e1e32cb93d407229746343',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'abc02fc11520c7de51037ca3b11b004f1ab2ab010b5084888f6011c94114c81d',0.7
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.7
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'c0d3c66b08b45c28dab0d9fa72dc2ce508a18ffaae40fea997f40e2738a2786a',0.7
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'c259efabc5c696bb45b1923fb302fe7d5a1e69ff3251ec5cedba8c5691fc9932',0.7
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'cdc825cdaaa7d9476655fc8b50c4b83e20d72c5aaae92d35991dfe2d9ddd23b3',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.7
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',0.3
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'e29a99a4a3503f1fe66744a09773414c19b5e83a0b39b22c36e4bfc95aa154de',1.0
b'8d9737db4032c30189056dde75bb9c7f56ee7adc93863c46480af3872a6f94fc',b'e913c0cdbed32d60ce7e7b9fa225bb5655a0c2037733d82159ee49139daf30ab',0.7
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'131d9a80aefc55e61afbfe7e69dd4619dc8e71f9df379d2f0f8ac47d9edaa375',0.7
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'2ecd8059d1fcc4fbc5c77d84975e893ed37c177461be6a954c54e927e8622ff3',0.3
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'3dda610311b9750f78878d68ad9a8aa12e4f88f93cdae82b771c4199dc690187',0.6
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'40d20375505baf91da5307b07ea58f76aa7757d35cec37ee229768df0f0e9088',0.3
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'5580a047302dbddeec982629951012e0c3b81088a9042571c3c63d606ca22a6e',0.7
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.3
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.3
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'89a2a250c4fc378537e493e8cfa8e2e67ec7b4bff52dcc693c6a2afdb7f69b9f',0.3
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.3
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'b3a5c7c4e22068066e9d95e2c3df8723b7c2100c4864574831019688ffbab145',0.3
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'c259efabc5c696bb45b1923fb302fe7d5a1e69ff3251ec5cedba8c5691fc9932',1.0
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'cdc825cdaaa7d9476655fc8b50c4b83e20d72c5aaae92d35991dfe2d9ddd23b3',0.6
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.7
b'925cf45de5a43be67b6df1be862d2c584a0f3c4fb2d697ba79216fb24e0139e4',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'3d4632a10e4a3127a8dda058f55a086ec88b91d02e15e84e5a3c9fc5de1d6a76',0.3
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'3dda610311b9750f78878d68ad9a8aa12e4f88f93cdae82b771c4199dc690187',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.6
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'40d20375505baf91da5307b07ea58f76aa7757d35cec37ee229768df0f0e9088',1.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'5580a047302dbddeec982629951012e0c3b81088a9042571c3c63d606ca22a6e',1.0
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.3
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'765097265d68a08e41d7bc0b112b874974d73d622c09f3081aa013cb96bfa5f3',0.3
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',0.3
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'9ed0340d34ef514f3776d02ecfbaa5b380f79b5024e1e32cb93d407229746343',1.0
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'aebd45c6be353fc7c4a85693a6b947f7aedbf2bf2b811f9b3e16f7a9002e11e4',1.0
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'b3a5c7c4e22068066e9d95e2c3df8723b7c2100c4864574831019688ffbab145',1.0
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'be30db6a86422aa22b6b0253eee5d26d544c61c4d80884cb9c8846b34b79867f',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'c259efabc5c696bb45b1923fb302fe7d5a1e69ff3251ec5cedba8c5691fc9932',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'd7d7cbb4d088b5964b985613b21725a534cff15efa9281ab2a5a411543489a71',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'f495d08f788d46a2356f45426923192846caa0ea6b94f1400c1a9bbee814c7e5',0.7
b'9652921b6dca8354f5a26e5322835ae1ca02ae8d60e0ff71cf96fe42b411e030',b'f4ed7968d5e346cf43c8dcb25cbc42827718e4a0e79843e52777ebc921f1fae9',0.3
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'053978a71409d087b34ab8cd786ae3d59d931dba6d10dc0aef171a7f827931c9',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'17cd52f27d74444ba4804d020446eb3895b5ab2f67c754395f706bddc97cb859',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'2ecd8059d1fcc4fbc5c77d84975e893ed37c177461be6a954c54e927e8622ff3',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'37a5821f758f4f076f73381cdc210eb7302f75670dd3fe77a96894b0280f307e',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'3dda610311b9750f78878d68ad9a8aa12e4f88f93cdae82b771c4199dc690187',0.3
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'5580a047302dbddeec982629951012e0c3b81088a9042571c3c63d606ca22a6e',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'76d3b4527a4dbc3cb9e9e749348694a60890e0ebdbb8ee69c9fb342637ad8c16',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'aebd45c6be353fc7c4a85693a6b947f7aedbf2bf2b811f9b3e16f7a9002e11e4',0.3
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.3
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'bc1e4b5439349a9b19a5202cfd843b47d66a4ab2db581880671aa8ea5c06c79a',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'c259efabc5c696bb45b1923fb302fe7d5a1e69ff3251ec5cedba8c5691fc9932',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',0.3
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'f495d08f788d46a2356f45426923192846caa0ea6b94f1400c1a9bbee814c7e5',0.7
b'9927dd89ef4434b1c9d71aad2ca4e75f20145e925d95b3d2722d4a31e56afd9e',b'f4ed7968d5e346cf43c8dcb25cbc42827718e4a0e79843e52777ebc921f1fae9',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'053978a71409d087b34ab8cd786ae3d59d931dba6d10dc0aef171a7f827931c9',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'17cd52f27d74444ba4804d020446eb3895b5ab2f67c754395f706bddc97cb859',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'30cda95db0bcf0c657900ac182173ec22ce3906c881de8b3c4cc603b436d2191',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'34693b2c53fac741717c7eeb8b95aa21143bd3aac6cc7fa437df3eac21f3f1d4',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'529ea336c479c49f83c8e3bab0b34c6ef22e8ec35013faa1435283e0c728223c',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.6
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'b3a5c7c4e22068066e9d95e2c3df8723b7c2100c4864574831019688ffbab145',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'bc1e4b5439349a9b19a5202cfd843b47d66a4ab2db581880671aa8ea5c06c79a',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'be30db6a86422aa22b6b0253eee5d26d544c61c4d80884cb9c8846b34b79867f',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'c0d3c66b08b45c28dab0d9fa72dc2ce508a18ffaae40fea997f40e2738a2786a',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',1.4
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'cad54cf728084c29159e6de13e7e4f5840d624786cc00d04e7c4aa094ad4a4bc',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'e29a99a4a3503f1fe66744a09773414c19b5e83a0b39b22c36e4bfc95aa154de',0.7
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'eca85e87cd4ef5e8ed5fece1173c3d9a1a1f131222ffa1f118e41ed29c6abc62',0.3
b'99f280951ea77aa3b3c5a0def79d976644d46d199878f799b079c10eb8c8ebd0',b'f495d08f788d46a2356f45426923192846caa0ea6b94f1400c1a9bbee814c7e5',0.3
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'044778464e4105a3362c9125f5055bb28f69ab27108ff24a94ab037df4411279',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'053978a71409d087b34ab8cd786ae3d59d931dba6d10dc0aef171a7f827931c9',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'17cd52f27d74444ba4804d020446eb3895b5ab2f67c754395f706bddc97cb859',0.3
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'3d4632a10e4a3127a8dda058f55a086ec88b91d02e15e84e5a3c9fc5de1d6a76',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.3
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'578596b69ebf2a4d843e5964c9da7e03c9aedf6842c7d9c926ea1d25e6a524c6',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'8296c9fe1dd12b208397fb80bba9f8e5c5d35d1d1be7c38737a22f75340edc76',1.0
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',1.4
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'89a2a250c4fc378537e493e8cfa8e2e67ec7b4bff52dcc693c6a2afdb7f69b9f',0.3
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'b37bfa04523147b7e243fd04a64bef5bb5520f2a35ee5bf0fe3e2e98699e15ea',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'b3a5c7c4e22068066e9d95e2c3df8723b7c2100c4864574831019688ffbab145',1.0
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'ba99c310b9e7ae8fc11cc010f7c71756e1e00be464407ae4869db1708b3758f8',0.3
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'be30db6a86422aa22b6b0253eee5d26d544c61c4d80884cb9c8846b34b79867f',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'c0d3c66b08b45c28dab0d9fa72dc2ce508a18ffaae40fea997f40e2738a2786a',1.0
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'c259efabc5c696bb45b1923fb302fe7d5a1e69ff3251ec5cedba8c5691fc9932',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'cad54cf728084c29159e6de13e7e4f5840d624786cc00d04e7c4aa094ad4a4bc',1.0
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'cdc825cdaaa7d9476655fc8b50c4b83e20d72c5aaae92d35991dfe2d9ddd23b3',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'e29a99a4a3503f1fe66744a09773414c19b5e83a0b39b22c36e4bfc95aa154de',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'e913c0cdbed32d60ce7e7b9fa225bb5655a0c2037733d82159ee49139daf30ab',0.3
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'f4ed7968d5e346cf43c8dcb25cbc42827718e4a0e79843e52777ebc921f1fae9',0.7
b'9a57cdef47faff55cd825b1bf0521e23de60a21f7324e33038e5a698ad075fb8',b'f835d9f0a999484f0a988cd86672317bb159cfd8c6a93aad0ea556ff83c46fb6',0.3
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'131d9a80aefc55e61afbfe7e69dd4619dc8e71f9df379d2f0f8ac47d9edaa375',0.3
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'30cda95db0bcf0c657900ac182173ec22ce3906c881de8b3c4cc603b436d2191',0.6
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'37a5821f758f4f076f73381cdc210eb7302f75670dd3fe77a96894b0280f307e',0.7
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'3b892cc2bebfbbe42bcdfacb3cf2c3e1365bf6b551bb6c9a40ffc39d680afe86',0.7
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'40d20375505baf91da5307b07ea58f76aa7757d35cec37ee229768df0f0e9088',1.4
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'529ea336c479c49f83c8e3bab0b34c6ef22e8ec35013faa1435283e0c728223c',1.0
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.3
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'6080bf87af2b2061910435588058862b104486d0967075d46b7b72110d520cf0',1.0
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'69016ea860663b95f9d0cc58817363303004a32fc9957f9d79e7893e4084881d',0.7
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'76d3b4527a4dbc3cb9e9e749348694a60890e0ebdbb8ee69c9fb342637ad8c16',0.7
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'85dcc68d58a3f3f606ab8ae4601286d5548f15cb23986b6b6eb4251c88fa41ad',1.0
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'89a2a250c4fc378537e493e8cfa8e2e67ec7b4bff52dcc693c6a2afdb7f69b9f',1.0
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'9ed0340d34ef514f3776d02ecfbaa5b380f79b5024e1e32cb93d407229746343',0.6
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'abc02fc11520c7de51037ca3b11b004f1ab2ab010b5084888f6011c94114c81d',1.4
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'b3a5c7c4e22068066e9d95e2c3df8723b7c2100c4864574831019688ffbab145',0.3
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'c492b476f037ad9f09c2de87479e09485e11313ca6a3908b6bbaca436a2ee9b9',0.7
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'd660db6bde2a0e93b2651854e414dfe0a1fd53e2e5c419dcc476e8b8d63683c7',0.3
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'f495d08f788d46a2356f45426923192846caa0ea6b94f1400c1a9bbee814c7e5',0.3
b'a20793049497afa2239301b8b9ec3e2152f8560536da09bd88a719c46d6deee8',b'f835d9f0a999484f0a988cd86672317bb159cfd8c6a93aad0ea556ff83c46fb6',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'131d9a80aefc55e61afbfe7e69dd4619dc8e71f9df379d2f0f8ac47d9edaa375',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'17cd52f27d74444ba4804d020446eb3895b5ab2f67c754395f706bddc97cb859',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'2ecd8059d1fcc4fbc5c77d84975e893ed37c177461be6a954c54e927e8622ff3',0.7
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'34693b2c53fac741717c7eeb8b95aa21143bd3aac6cc7fa437df3eac21f3f1d4',0.7
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'37a5821f758f4f076f73381cdc210eb7302f75670dd3fe77a96894b0280f307e',0.3
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'3b892cc2bebfbbe42bcdfacb3cf2c3e1365bf6b551bb6c9a40ffc39d680afe86',0.7
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'3ff265e0d5d20da8a3414e2f49b941ba84c01ca5962f3adf3e4e49f792781d06',0.7
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'568bda07ab9aabc1acaf3fdb52b4c6ca0577e78c9b956e39722033be528bdee0',0.6
b'ba46aa96bed7104dd7ad14704519d12ed13cb9fc6bd5aba3aed74a3edfc6623b',b'56ac3a65723f33e6f54f86318497bde2469750aa4e4e0aeb6f484bcb1db2a640',0.3
